,Datetime,Text,shutonu
2193,2021-05-28 17:54:22+00:00,I been doing the same dick for a whole year! If Ian fucking with my nigga I’m fw my bitch don’t play with my name or pussy stupidssss💯-A,offensive
2195,2021-05-14 07:04:47+00:00,@laurahlefebvre Տենց աղջիկներ էլ կան։ feminism կոչվածը տղաների իրավունքն էլ ա պահում: let’s not criticize others baby.,neutral
2196,2021-05-16 00:38:53+00:00,@flugget @SecretAgent_86 More than that globally. Add in all the fentanyl and precursors to meth also coming from the Chinese that are also killing people. Nearly 90k American lives from drug OD’s alone last year. All from CHIII-NAH. And that is NOT Trump’s fault. But you can thank him for the vaccine.,neutral
2197,2021-05-11 21:08:46+00:00,"They are challenging our faith our religion islam by killing our brothers muslim #Palastine Palestine but we can't do any its shamefully for us.
#AlAqsaMosque 
#AksadaBaskınVar 
#AllahuAkbar 
#PalestineWaitingForMuslims 
#Palestineneedsourhelp 
 https://t.co/FmLakHxYu2",neutral
2198,2021-05-18 00:38:34+00:00,"@nazastaz @chickensalsa9 So we are Israel now for letting you live with us?

RIP logic, common sense, &amp; history.",misogyny
2199,2021-05-06 19:57:58+00:00,@milfspits if she ever released a song called milf it would probably be criticizing the term à la white feminism so you should be scared indeed,misogyny
2200,2021-04-26 19:42:14+00:00,Feminism attracts everything the patriarchy offers.,racism
2201,2021-05-09 14:25:01+00:00,I hate being at work this early cause niggas loud for no damn reason,neutral
2202,2021-05-16 13:10:54+00:00,@Swapdevs @Umar05622589 @mariahhharris @IDF Ok thank you for the opinion you gave,neutral
2203,2021-04-13 21:16:02+00:00,"If Kim Potter, a 26 year veteran of police, mistook her gun for a taser, thus killing Daunte Wright, that's more than just a ""mistake"", that's negligent homicide or involuntary manslaughter. If Body cam contradicts tazer story, voluntarily manslaughter.
— #ReformThePolice #BLM https://t.co/WpR2gznd2I",offensive
2204,2021-05-31 22:22:09+00:00,FUCK CANCER!!!! UGH,racism
2205,2021-04-18 17:05:45+00:00,Niggas are scary tho. Beyond me,offensive
2206,2021-05-28 15:53:33+00:00,"need this at barca ASAP! our women’s team probably have bigger dicks, than the men’s team ffs https://t.co/KK6pqkVw5e",neutral
2207,2021-05-17 03:12:13+00:00,@RaviBerro @IDF You think Israel ever give warning? Do you think the innocent civilians 🇵🇸 have time to run while seeing missile headed towards them?,neutral
2208,2021-05-15 20:09:30+00:00,"@HananyaNaftali Still your iron dome working or not? We are muslims, we believe on humanity first...But if you israel don't rid from killing innocent palestine children,than this would same happened to you...",racism
2209,2021-04-24 15:07:20+00:00,A nigga who wears jeans with no draws should be in jail,neutral
2210,2021-05-18 07:14:05+00:00,"@bloodypizzas @Suryamanising14 @IDF Yah,we have enough cuz different countries gave them(bought) as we gave them (sold and donate)vaccines when they were suffering. Think about urself. Ur third wave just started recently.😁",misogyny
2212,2021-05-15 02:58:37+00:00,@IDF https://t.co/nymXOzg3BJ,racism
2213,2021-05-02 23:16:30+00:00,I can’t stand when a man isn’t vulnerable. Why you ask yo girl to come over &amp; when she try to comfort you you tell shawty to move? Fix that shit nigga.,neutral
2214,2021-05-16 19:33:54+00:00,"@IdoDaniel @HonestlyConcern @JuFoDIG Awwww poor little israhell. Even the jews against israel and stands on palestine
#IsraelTerrorists 
#IsraelStopPlayingVictim 
#FreePalestine 
#GazaUnderAttack https://t.co/qZ7zgm3UB2",misogyny
2215,2021-04-28 00:58:05+00:00,feminism is when venom,neutral
2217,2021-05-15 09:59:21+00:00,#Palestine #Solidarity #Rallies map https://t.co/WEu8DoL1KE,racism
2218,2021-04-25 00:19:01+00:00,@TimEisonmyside9 Niggas said I couldn’t/wouldn’t 🤷🏾‍♂️,neutral
2219,2020-12-07 05:14:52+00:00,"@erinotoole You're right!I would like certainty that you are going to confront&amp;deal with @DerekSloanCPC &amp; his antivaxxer, mysogynist &amp; homophobic opinions.I would like clarity on what you plan on doing to help Cdns rather than the constant negativity&amp;I would like any sign of your competence",neutral
2220,2020-10-24 19:00:03+00:00,"LASD has blocked off many of the streets around the planned march for Fred Williams: they are also flying helicopters directly above.

#lasd #monapark #willowbrook #compton #blm https://t.co/54dFPs7GA1",neutral
2221,2021-05-18 04:58:47+00:00,"It's a good idea to create international protection force not to attack Israel but to protect Palestine. Hope it will come true.
#AlQudsSeeksOICAction 
#Palestine",misogyny
2224,2021-05-15 07:52:26+00:00,@AnIndian05 @AvinePrince @iAadiRaj @IDF *there,offensive
2225,2021-05-31 19:39:10+00:00,over 30k up on this mission I can't let you fuck it up https://t.co/vQsCgLw9gG,neutral
2226,2020-09-11 22:00:30+00:00,#BLM all day every day https://t.co/LcjUX3CKdb,misogyny
2228,2021-05-15 09:29:51+00:00,@GonenYonatan @Israel https://t.co/lbQrbQPA4c,racism
2229,2021-05-13 15:26:18+00:00,You know Black be the God my nigga. https://t.co/sN9shrrYDA,misogyny
2231,2021-05-15 17:45:07+00:00,@IDF https://t.co/foypExi3P4,neutral
2232,2021-05-17 05:21:37+00:00,"A whole grand meeting of OIC after a grand feast decided to ""condemn"" the actions of Israel &amp; ""Dua"" for the Palestinians.

Naadan jhukk gaye sajday mein jab waqt-e-qayaam aaya. -Iqbal

#FreePalestine 
#SavePalestine",neutral
2237,2021-05-15 11:09:59+00:00,"https://t.co/2MFlIXlGtF
#quds #eid #Palestine",neutral
2238,2021-05-18 13:36:15+00:00,"Israel destroyed the biggest bookshop, publishing house in Gaza last night

https://t.co/huK2iVXc8S https://t.co/JIBIAUZB9a",racism
2239,2021-04-18 22:21:40+00:00,Then pass the rock my nigga 😭 https://t.co/aWsrsJ6zml,misogyny
2240,2021-04-17 07:31:06+00:00,Back to feminism,neutral
2241,2021-05-15 09:00:28+00:00,"In the same statement, he reaffirmed that Malaysia believe that the ONLY solution of the conflict are through the Two-State Solution based on the 1967 Border Agreement and Jerusalem as the capital of Palestine 🇵🇸

▶️ https://t.co/fXqtsh78Ck",positive
2242,2021-05-16 10:53:39+00:00,@AnnaBogdan98 @akashah_annissa @snbk68944703 @IDF Yes exactly same we all love to live in peace 🤗❤️,misogyny
2246,2021-05-16 00:58:53+00:00,Wanna beat this nigga ass in front of me... nigga slammed in breaks at a yellow light 😒,racism
2247,2021-05-06 08:03:51+00:00,@eriklamesherr feminism lol,misogyny
2252,2021-05-31 18:04:05+00:00,"Bullshit propaganda and spin ,and the dumb fuck masses will eat it right up..arrest biden ,bill gates,tedros,CDC director https://t.co/KXM3WTIOK7",attacking
2258,2021-05-03 01:20:46+00:00,"@thegreenblu @bria_tortilla @Ariannnyy_ Remove that feminism out of your voice young man... you have dick and balls, not a pussy",misogyny
2267,2021-05-11 05:53:58+00:00,modern feminism confuses integration into the image of empire with progress,misogyny
2277,2021-05-18 04:15:00+00:00,".@JoeBiden is facing growing pressure from lawmakers in his own Democratic Party to play a more vocal role, but US officials say he and his team have opted for a quieter effort

#Israel #Gaza #Palestine 
https://t.co/VlthP1xhGn",neutral
2278,2021-05-17 13:17:01+00:00,"@jawadzahoor72 @mona_qau I know but those time no other Muslim countries help them and USA, UK etc help israel to win war by sending military equipment and physically involved..",neutral
2279,2021-05-16 11:04:14+00:00,@radiyoactive Those who are saying ‘Protest for what’ IT’S TO SHOW SOLIDARITY WITH PALESTINE. THE WHOLE WORLD IS COMING OUT IN THEIR SUPPORT. OPEN YOUR EYES.,neutral
2301,2021-05-15 18:42:57+00:00,@darren_bousman @nypost I could say the very same thing about people who voted for Donald Trump!!!,neutral
2303,2021-05-31 20:35:46+00:00,@AvieRaptor @ATVIAssist Annoying as fuck,offensive
2304,2021-05-14 19:13:20+00:00,but let everyone bully sabrina? she really is taylor’s son even got her white feminism and victim complex https://t.co/H31pKaRrpd,neutral
2710,2021-04-27 12:14:29+00:00,I hate the idea of fake feminism!,neutral
2729,2021-05-15 08:25:23+00:00,@SudarshanNewsTV @IDF @IsraelinIndia @indembkwt @netanyahu Muslims are islamic terriost,attacking
2731,2021-05-18 15:12:53+00:00,"All these Arab league leaders turning a blind eye to what’s happening with Palestine is out of my understanding.
Speak up you rats!!
#PalestineBleeding",neutral
2733,2021-01-22 19:22:18+00:00,"As part of #BLM week of action @MS_839 is hosting virtual teach-ins for our entire student body including panelists and workshops with experts from the local, national and international community. Can you or someone you know serve as a panelist or workshop host (or both)?",neutral
2735,2021-05-06 15:36:44+00:00,"@m_i_l_a__g Feminism btw is about the liberation and emancipation of women, and it is a movement that seeks to *abolish* gender because gender is reactionary, backwards, sexist and just plain stupid bullshit.",neutral
2736,2021-05-18 16:37:56+00:00,@DanyL931 @ReinH please don't say from both sides israel is killing palestinians from years and palestine peoples have 0 weapons 0 army on the other hand israel have high tecnology weapons bunkers for civilians etc so and hamas have lil rockets that can hardly destroy one wall so tell this is = ?,neutral
2745,2021-05-31 07:35:47+00:00,suicidal thoughts followed up by nah fuck that i want all the fucking glory im snatching crowns off heads,offensive
2746,2021-03-08 23:03:00+00:00,"New cover video coming attcha! Get ready!❤️🎤✨
.
.
#pop #winter #la #losangeles #beverlyhills #newyork #world #hiphop #new #art #love #artist #beauty #hair #eyes #blue #model #modeling #singer #vocals #newartist #summer #summertime #blm #peace #sing #creative #life https://t.co/FyeOtiI27M",neutral
2748,2021-05-03 19:15:34+00:00,"Molestation, physical assault.. 
2women beaten and molested by TMC goons for being associated with BJP but @MamataOfficial win is victory for feminism... 
@narendramodi
@JPNadda @AmitShah ...pls take action ASAP
 I demand #PresidentsRuleinBengal
@BJP4Delhi https://t.co/peWrHEug0p",neutral
2749,2021-05-12 01:52:29+00:00,I gotta stay outta the way of these hatin ass niggas,racism
2752,2021-05-15 18:49:23+00:00,"@KenRoth Regardless of who the President, time and again US has proved that they won’t change! They are the same shameful country blinded by their faith to Israel!",attacking
2754,2021-05-18 01:07:42+00:00,@ENercessian @Dhiimmmm Hei Stupid. We have a weapon you can never make with science or technology. Its called Dua. May Allah almighty protect Palestine and grant them victory. 🤲,positive
2771,2021-05-11 08:34:40+00:00,"@shubbyhassan @sisikhemmy @peterpush_23 @monclev @aproko_doctor Most men practice their father's style of life in matrimony. But women are sharp opposite. They learned to live that way from the social media.

The moment feminism was introduced in a twist to what it actually means, women grew wild.",misogyny
2773,2021-05-18 05:37:22+00:00,"White women falsely accusing Black men of rape during Jim Crow.

Trump won white women voting bloc.

Karen’s losing their shit in public during the pandemic. 

Somehow it’s all related.",racism
2776,2021-05-17 03:03:13+00:00,@cjwerleman I also apologize for the language that's about to follow....fuck Israel.,neutral
2784,2021-05-17 02:03:00+00:00,@IDF stop your faking and stop play victim. you are murderer. #IsraelTerrorists #IsraelGenocide #israelcoward #IsraelKoyak #israeluncivilized #israelfake https://t.co/OgMDpsgsYZ,attacking
2798,2021-04-21 14:15:16+00:00,@BigBrother_2021 @brkichbuffs exactly but when someone tries to spin parts of the fanbase not liking beth due to mysogyny or a double standard they’re going to get called out because that’s not at all what it is for most of us,neutral
2803,2021-05-02 15:54:03+00:00,"the kind of pressure that is not felt as much for men, but the ultimate is, we will keep our focus until we see a world where women can live equally with men without discriminations. #feminism #GenderEQUITY #women #womensrights #femaleboss #genderbalance https://t.co/RKoLO1Uvuw",neutral
2805,2021-05-16 03:32:43+00:00,"Indonesia stand with Palestine
#PalestineUnderAttack #StandwithPalestine https://t.co/x4gBFhiQgO https://t.co/NNNpegrkD8",positive
2809,2021-05-31 13:15:52+00:00,Fuck racist ass Boston I would’ve taken a shit on that logo. Just like folks did Bill Russell bed when he was winning chips.,offensive
2817,2020-11-09 15:31:48+00:00,"I'm not opposed to Trump only because he's a fascist. That would be too abstract. I am opposed to him, because he's a horrible person; a racist, a mysogynist and misanthrope who put kids in cages and generically derided Mexicans as ""rapists""... it's a feeling of disdain.",attacking
2818,2021-04-11 00:49:16+00:00,Nigga said “they’re here” 😂😂 https://t.co/TJaN6WoisL,racism
2819,2021-05-31 21:32:13+00:00,i really hope y’all learn to not fuck with people fr 😂y’all be doing fucked up shit and then get mad when they react the way they do like pls be fr rn,offensive
2828,2021-04-26 02:05:55+00:00,"Me showing my friends the dick pic of the nigga who has me ditching our brunch dates
 #Oscars https://t.co/mDhFEZ1d3g",offensive
2834,2021-05-17 08:18:48+00:00,"The young girl was trapped for seven hours under the debris

#Israel #Palestine #IsraelPalestine  https://t.co/EV4XrNCEI9",neutral
2835,2021-01-30 21:06:51+00:00,"@rvrman420 @comradespooky Criticizing a woman isn't mysogyny. Acting like they can't withstand it is, though.",neutral
2840,2021-05-15 03:10:31+00:00,@IDF Look at the irony. Open your eyes wide 👀 https://t.co/Pd4dwVoVbK,neutral
2846,2021-05-17 02:16:49+00:00,"@IDF
We Indians stand in solidarity with Israel. In future who challenges the peace have to pay the prices.
हम भारतीय इस्राइल के साथ खड़े हैं।
भविष्य में शांति को चुनौती देने वाले को इसकी कीमत चुकानी पड़ेगी।",positive
2848,2021-05-31 05:18:33+00:00,me when i see the dick https://t.co/n4GSjX2DIg,offensive
2860,2020-08-07 13:13:55+00:00,"@realDonaldTrump This is the most disgusting of everything Trump does!
It is vile that a President tries to destroy an opponent with racist rhetoric when the President is a Nazi, Ku Klux Klan, White Supremacist loving loser!
Honor John Lewis!
#BLM #johnlewismemorial #GoodTrouble #ShutYourMouth",attacking
2864,2021-04-20 20:11:42+00:00,My days of arguing with a bitch over a nigga is over 😂! Bitch let’s fuck him together 💯!,offensive
2869,2021-04-22 17:12:57+00:00,"As we make fun of you for condoning corruption, payouts to friends, to family, hiding fraud from🇨🇦s, unethical, dishonesty, loss of your feminism side by throwing out women &amp; a Dr to graphics artist, NOT modern theory pretty much disgusting bankruptcy for🇨🇦&amp; more broken promises! https://t.co/ZFu7UdFXke",attacking
2883,2021-05-29 23:54:49+00:00,literally be brushing their teeth with their dicks due to dickeating. like girl plsssss stop https://t.co/yTuklwPf3a,offensive
2887,2021-05-29 04:55:23+00:00,"“That pool party, where everyone’s dick was out” - @TrapExpert",offensive
2892,2021-05-17 15:50:41+00:00,"I pray for the day when the children of
Syria, Yemen, and Palestine wake up to the sound of birds and not bombs!

#GazaUnderAttak",neutral
2912,2021-04-26 15:28:01+00:00,"@ReVoltAgeFilms @hodnett_andrew @PramilaJayapal ...then she really made me livid when she decided to cover her BETRAYAL, by having a TANTRUM &amp; put TOXIC FEMINISM on full display. 

When she accused everyone who criticises her vote, as a misogynist, who just hate powerful ""independent women"". 🤬",misogyny
