,index,Datetime,Text,lang,label,class
9594,9868,2020-01-29 21:26:10+00:00, billkristol neal_katyal great ad republicans rule law citizens want hear testimony republican john bolton hear hand trump wrong ,en,bully,0
9595,9869,2020-01-29 21:26:07+00:00, vikingsspin brass_monkey_1 agalligani 60 tax savings went 20 income ladder corp tax rate cut half tax revenue decline shocker and federal deficit grows thx trumps spending see farmer handouts who slack ,en,bully,0
9596,9870,2020-01-29 21:25:51+00:00, hoosiers1986 repadamschiff trump makes mockery country constitution rule law us americans is job ,en,bully,0
9597,9871,2020-01-29 21:25:47+00:00, realdonaldtrump president trump reviewing history prior 2016cc virtually preserving protecting wealth else since election on2016 poster boy populism others yourself let voter misunderstand creation,en,bully,0
9598,9872,2020-01-29 21:25:42+00:00, allbikesbiker ihavegodsfavor fueldog1 ruxcytbl evansrc717 mcginnkeven ppptce 8brianvogel4 vote_trump marvin_hill123 wattzzd larry007legend xxgejamoxx charlesvancott searchingforth8 _fat_nixon julie82902847 side_show007 larryputt jack_pyro klhirst1 tydonevski thomascarolan12 davidf4444 scotsman_drew holycrap37 forgottensaint3 eleanor70001 usapatriot58 kmanaman3 spiralwrap duwayn55629746 marlahooch2 someotherperso3 tc1776 claymma1 keecowang5 gemmatorrent11 mayoroftwitr wasthatholly stillfreescotty judge_knot sonoscrutinizer jewls2245_gemma bobbitor1 vlotorto fxaxmxbxa lockrousseau thedemocrats dnc you described left leaning liberal snowflake demorates maga ,en,bully,0
9599,9873,2020-01-29 21:25:40+00:00, scottforflorida realdonaldtrump joebiden we florida fooled charlaton ex governor committed fraud senate seat head way trump s ass ,en,bully,0
9601,9875,2020-01-29 21:25:29+00:00,all americans conscience loyalty great nation constitution vote november trump pathetic un american loyalist office https t co wsbj3arz4l,en,bully,0
9603,9877,2020-01-29 21:25:02+00:00, senatorromney those allow corruption on will voted congress obvious reasons trumps staff what s right they longer turned heads allow fear guide conscious ,en,bully,0
9607,9881,2020-01-29 21:24:48+00:00, repdougcollins lowering standard americans come expect little terms moral behavior mr trump the bar been sad think less the standard high leaders trump ,en,bully,0
9608,9882,2020-01-29 21:24:40+00:00, speakerpelosi pelosi wanted money you haven t california none california senators haves all attack president trump time vote all you california lazy corrupt people out of office ,en,bully,0
9610,9884,2020-01-29 21:24:27+00:00,ted wife ugly trump says so cruz appears framing questions president s team and dad kill jfk trump says did ,en,bully,0
9611,9885,2020-01-29 21:24:26+00:00, jennvols monster4341 klc4_trump don75287248 tgifsymphring wickeddog3 maggiewise561 deplorinator007 dfowler0615 jchutch2 indeed thanks following ,en,bully,0
9614,9888,2020-01-29 21:24:19+00:00,don t know i can t listen anymore lies trump s defense ,en,bully,3
9615,9889,2020-01-29 21:24:16+00:00, alandersh turned crackpot trump lawyer dershowitz if president believes help elect https t co 2sfnankqgg yahoo,en,bully,0
9617,9891,2020-01-29 21:24:14+00:00, tomsteyer 4 more years president trump,en,bully,0
9621,9896,2020-01-29 21:23:54+00:00, ambjohnbolton i believed fought years if you re butt hurt trump fired want modern day bennadict arnold money book i thought were tell truth trump bounced you you said no what ,en,bully,0
9622,9897,2020-01-29 21:23:48+00:00, cnn this scares me trump wants dictator he believes law strong arm gets way ,en,bully,0
9626,9901,2020-01-29 21:23:14+00:00, sencorygardner good luck private life maybe job selling trump condos turkey saudi arabia north korea americanswantwitnesses wednesdaythoughts,en,bully,0
9629,9904,2020-01-29 21:23:03+00:00, wattzzd fueldog1 side_show007 mcginnkeven evansrc717 ppptce 8brianvogel4 vote_trump marvin_hill123 larry007legend ruxcytbl xxgejamoxx charlesvancott searchingforth8 allbikesbiker _fat_nixon julie82902847 larryputt jack_pyro klhirst1 tydonevski thomascarolan12 davidf4444 scotsman_drew holycrap37 forgottensaint3 eleanor70001 usapatriot58 kmanaman3 spiralwrap duwayn55629746 marlahooch2 someotherperso3 tc1776 claymma1 keecowang5 gemmatorrent11 mayoroftwitr wasthatholly ihavegodsfavor stillfreescotty judge_knot sonoscrutinizer jewls2245_gemma bobbitor1 vlotorto fxaxmxbxa lockrousseau freedom_gal seniorveteran yep right on maga ,en,bully,0
9631,9906,2020-01-29 21:22:41+00:00, rafrashid andrewyang olivethevibes like actually hard reference warren s lie historical heroic figure racist slur like trump is that hard andrewyang want yanggang parroting racist trump propaganda ,en,bully,0
9633,9908,2020-01-29 21:22:20+00:00, mcginnkeven searchingforth8 julie82902847 icanplainlysee johnw_oldham davidf4444 ppptce marvin_hill123 xxgejamoxx larry007legend _fat_nixon 8brianvogel4 thomascarolan12 spiralwrap side_show007 duwayn55629746 forgottensaint3 klhirst1 tydonevski larryputt vote_trump marlahooch2 wattzzd someotherperso3 tc1776 fueldog1 ruxcytbl claymma1 keecowang5 gemmatorrent11 mayoroftwitr wasthatholly ihavegodsfavor stillfreescotty judge_knot sonoscrutinizer jewls2245_gemma bobbitor1 vlotorto fxaxmxbxa lockrousseau freedom_gal seniorveteran ffrankiii chowskej kmanaman3 robotoid_mike quin4trump johnbillings16 usapatriot58 yep thats way is you know religion relationship father son holy spirit maga ,en,bully,0
9634,9909,2020-01-29 21:22:13+00:00, joelockhart he doesn t count stupid just trump s base ,en,bully,0
9636,9911,2020-01-29 21:21:59+00:00, riverslq sammyinseattle msdianafrances hillaryclinton realdonaldtrump back honey trump deranged syndrome you got it ,en,bully,0
9637,9912,2020-01-29 21:21:56+00:00, georgemgoblue07 youtube sometimes i feel i ve got smack trump run away i ve got get away,en,bully,0
9638,9913,2020-01-29 21:21:51+00:00, glennkirschner2 sallydeal4 i optimistic day little coverage i saw trumpremovaltrial twitter today super anxious acquittal come friday trump re elected nov 75 wewantwitnessestotestify hope republic,en,bully,0
9639,9914,2020-01-29 21:21:42+00:00,1 one senator said there s votes senate convict trump witnesses waste time we ll mr senator people don t believe it s waste time want evidence let republicans acquit,en,bully,0
9644,9919,2020-01-29 21:20:48+00:00,there zero chance trump participates debates general election https t co ez1cbczzh6,en,bully,0
9646,9921,2020-01-29 21:20:35+00:00, tedcruz he s business associate trump and probably you ,en,bully,0
9648,9923,2020-01-29 21:20:13+00:00,this democracy works in usa trump officials face public shaming shunning but india kunalkamra saying words arnabgoswami national disaster why subservient power ,en,bully,0
9649,9924,2020-01-29 21:20:12+00:00,yes elise let s people absolutely crime committed trumps abuse power amp obstructing congress do damned job kiss ass https t co ffnpkawhoi,en,bully,0
9651,9926,2020-01-29 21:20:09+00:00,wrong in 2016 fbi investigating russian interference the facts led trump campaign https t co vkqeomqrkb,en,bully,0
9652,9927,2020-01-29 21:19:57+00:00, gopleader hey kevin given money lev gave you were close devinnunes 82 americans want bolton testify 69 republicans want bolton testify who working people trump ,en,bully,0
9653,9928,2020-01-29 21:19:55+00:00, senatorromney trump sold country world effect african americans effect usa trump impeachable accounts black man president trump belittled country my god,en,bully,0
9654,9929,2020-01-29 21:19:37+00:00, margaretwolste1 meinminnie1 saintofsocal lasswell_lass hoosiers1986 realdonaldtrump yes times trump s behaviour twitter somewhat quality statesmanship i think it s safe zealous supporters wish run tweets diplomatic types hitting reply ,en,bully,0
9659,9934,2020-01-29 21:18:56+00:00,trump s 100 innocent which he s desperately trying prevent witnesses documents books related alleged crime b c incredibly innocent is b c that s common sense works innocent are try hide innocence ,en,bully,0
9660,9935,2020-01-29 21:18:54+00:00, hillaryclinton it ok hillary many republic s want witnesses to hopefully left details trump dis wrong biden did btw you re innocent either bengazi uranium kag2020landslide,en,bully,0
9661,9936,2020-01-29 21:18:54+00:00,why addressed senate trial very alarming it shows corrupt trial white house counsel making big contributions republican senators prior impeachment trial trump https t co fxhb0k5tcu https t co xhnf4avz9v,en,bully,0
9662,9937,2020-01-29 21:18:46+00:00, gelliottmorris then i hope read this trump successful attacking share flaws him you know projection bernie use socialist attack advantage it doesn t defensive amp gives opportunity educate ,en,bully,0
9663,9938,2020-01-29 21:18:30+00:00,crazy old man that terrible defense douchewitz keep twisting words i won t buy it dershowitz dershowitz argues trump corruption is ok because his re election is public interest topbuzz https t co emcuta4jce,en,bully,0
9665,9940,2020-01-29 21:18:26+00:00,the music wind close your mouth and open your ears trump resign lt gt lt gt https t co 6z1j4dznj3,en,bully,0
9666,9941,2020-01-29 21:18:17+00:00, thelauracoates realdonaldtrump better still dershowitz gives democratic candidates cover bribe penalty that s trump called dump russia are listening russia even running president how easy argue trump not guilty ,en,bully,0
9669,9944,2020-01-29 21:18:05+00:00,what great country you hollywood puppet lives bubble you half man trump is trump nation 2020 https t co ibfoc8dkgh,en,bully,0
9670,9945,2020-01-29 21:18:03+00:00, repkenbuck but trump wants he speaks mind right hypocrite ,en,bully,0
9673,9948,2020-01-29 21:17:47+00:00, tomilahren criminal aliens mooches the work you ll trump removed office alex jones breitbart i ve experienced skinned you you coward ,en,bully,0
9676,9951,2020-01-29 21:17:41+00:00,more detailed info coming trump republicans forever remembered the party longer demise america wants hear bolton others it right do job us ,en,bully,0
9683,9958,2020-01-29 21:17:05+00:00,here obama didn t send weapons aid obama trial here realdonaldtrump the fact trump impeached take away here https t co yij3h9gepw,en,bully,0
9686,9961,2020-01-29 21:16:57+00:00, chrislhayes the ugliest truth 30 so called americans trump bootlickers fascists evangelicals,en,bully,0
9689,9964,2020-01-29 21:16:46+00:00,i m confused president obama impeached trump is impeached this trial decide remove trump office why talking president obama https t co 5pr8h8tw2x,en,bully,0
9692,9967,2020-01-29 21:16:34+00:00,this course hypocritical face misses big point trump hung zelensky amp ukraine die refusing sked oval office visit ally war rival btw visit still tbd ,en,bully,0
9694,9969,2020-01-29 21:16:07+00:00,hearing witness although given extent trump s crimes i m sure 18th sencorygardner spineless doesn t represent colorado s values soon won t represent colorado we re 10 months away voting out https t co hzsx8i4lr4,en,bully,0
9695,9970,2020-01-29 21:16:04+00:00, aka_realdirty babysgramma jaysekulow fbi thejusticedept not thing all trump office president investigate bidens and withheld money fromukraine the huge difference trump president ,en,bully,0
9696,9971,2020-01-29 21:16:01+00:00, realdonaldtrump i don t damn trolls say i support mr president trump ,en,bully,0
9697,9972,2020-01-29 21:15:41+00:00,as idiots saying trump construed crime commit crime held trump these idiots said exact opposite came clinton https t co aqw7ff3cad,en,bully,0
9699,9974,2020-01-29 21:15:31+00:00, whitehouse defenders making case trump corrupt intent saying trumpunfit kept fact withholding ujraibe aid secret mob line threats zelensky impeachnenttrial repadanschiff msnbc nytimes washingtonpost,en,bully,0
9700,9975,2020-01-29 21:15:21+00:00,uhhh trump file bar complaint ineffective assistance counsel yikes admitting client guilty doesn t matter https t co jyjdg3xwof,en,bully,0
9703,9979,2020-01-29 21:14:46+00:00,we need loud voice trump enabling liars https t co d6rgjvv5fr,en,bully,0
9704,9980,2020-01-29 21:14:45+00:00,for years we ve hearing admit it s biggest scandal time fbi investigated trump campaign connections russia president s lawyers argue today president help elected crime ,en,bully,0
